nombre,distrito_id,distrito_nombre,departamento_id,departamento_nombre,tipo,lat,lon,observacion
Reconquista,320,Reconquista,3,General Obligado,Municipalidad,-29.152611095794285,-59.654209694446386,Cabecera departamental
Recreo,1010,Recreo,10,La Capital,Municipalidad,-31.49085981414202,-60.735492544643044,
Ricardone,1506,Ricardone,15,San Lorenzo,Comuna,-32.77298937924878,-60.78393599947523,
Rincón Potrero,1015,Arroyo Leyes,10,La Capital,Paraje,-31.544269253101614,-60.512314220988465,
Rincón Quebracho,707,Villa Saralegui,7,San Cristóbal,Paraje,-30.721391926595352,-60.63157845273035,
Ripamonti,726,Suardi,7,San Cristóbal,Paraje,-30.48437990502188,-61.93865942707985,
Rivadavia,914,Rivadavia,9,Las Colonias,Comuna,-31.32424084837461,-61.05075880548612,
Roldán,1511,Roldán,15,San Lorenzo,Municipalidad,-32.9001807477678,-60.90492764856165,
Romang,401,Romang,4,San Javier,Comuna,-29.50257877617965,-59.752604578245275,
Rosario,1603,Rosario,16,Rosario,Municipalidad,-32.95817760245079,-60.66626403482084,Cabecera departamental
Rueda,1915,Rueda,19,Constitución,Comuna,-33.334100995444466,-60.45913172656152,
Rufino,1727,Rufino,17,General López,Municipalidad,-34.262775588301764,-62.7120828816161,
Runciman,1718,Santa Isabel,17,General López,Paraje,-33.8989844219777,-61.82583643324632,
Sa Pereira,932,Sa Pereira,9,Las Colonias,Comuna,-31.570982475164115,-61.3801557972542,
Saguier,829,Saguier,8,Castellanos,Comuna,-31.324369762975362,-61.66803349032039,
Saladero Cabal,506,Saladero Cabal,5,Garay,Comuna,-30.881300207255915,-60.0361910043064,
Salto Grande,1408,Salto Grande,14,Iriondo,Comuna,-32.66613034176798,-61.08823999054533,
San Agustín,929,San Agustín,9,Las Colonias,Comuna,-31.682904188952868,-60.940618211263164,
San Antonio De Obligado,306,San Antonio De Obligado,3,General Obligado,Comuna,-28.383114636565,-59.26433917018003,
San Bernardo,103,San Bernardo,1,Nueve de Julio,Comuna,-28.66760090280994,-61.52844019732205,
San Bernardo,613,San Bernardo,6,San Justo,Comuna,-30.88949240733049,-60.57151410511914,
San Carlos Centro,935,San Carlos Centro,9,Las Colonias,Municipalidad,-31.72658225122733,-61.09077082288048,
San Carlos Norte,930,San Carlos Norte,9,Las Colonias,Comuna,-31.672596279457316,-61.074582557709086,
San Carlos Sud,937,San Carlos Sud,9,Las Colonias,Comuna,-31.76080843662429,-61.10071527904269,
San Cristóbal,708,San Cristóbal,7,San Cristóbal,Municipalidad,-30.310266220282823,-61.23529883619677,Cabecera departamental
San Eduardo,1716,San Eduardo,17,General López,Comuna,-33.870640611179276,-62.092464650983615,
San Estanislao,1412,Villa Eloísa,14,Iriondo,Paraje,-32.90911306250171,-61.51932385975161,
San Eugenio,1109,San Eugenio,11,San Jerónimo,Comuna,-32.076185376133225,-61.1157240165548,
San Fabián,1111,San Fabián,11,San Jerónimo,Comuna,-32.13798213026026,-60.983051990420286,
San Francisco De Santa Fe,1714,San Francisco De Santa Fe,17,General López,Comuna,-33.58853773618585,-62.12373689124462,
San Genaro,1121,San Genaro,11,San Jerónimo,Municipalidad,-32.37156850967566,-61.359990624693,
San Gregorio,1724,San Gregorio,17,General López,Comuna,-34.32425172774288,-62.03667870272407,
San Guillermo,716,San Guillermo,7,San Cristóbal,Comuna,-30.358424171379724,-61.91731740371067,
San Javier,404,San Javier,4,San Javier,Municipalidad,-30.582089168997758,-59.93397608364456,Cabecera departamental
San Jerónimo Del Sauce,931,San Jerónimo Del Sauce,9,Las Colonias,Comuna,-31.608927500553524,-61.141247202437384,
San Jerónimo Norte,923,San Jerónimo Norte,9,Las Colonias,Comuna,-31.55268159286316,-61.0779142678811,
San Jerónimo Sur,1510,San Jerónimo Sur,15,San Lorenzo,Comuna,-32.87899814413819,-61.02341501276442,
San Jorge,1208,San Jorge,12,San Martín,Municipalidad,-31.896111639905005,-61.859705898554836,
San José De La Esquina,1802,San José De La Esquina,18,Caseros,Comuna,-33.11539992479286,-61.704124391770435,
San José Del Rincón,1016,San José Del Rincón,10,La Capital,Municipalidad,-31.606458652620915,-60.56745500085478,
San Justo,611,San Justo,6,San Justo,Municipalidad,-30.789380203022777,-60.591840939707865,Cabecera departamental
San Lorenzo,1503,San Lorenzo,15,San Lorenzo,Municipalidad,-32.74440905411091,-60.737784965743565,Cabecera departamental
San Manuel,326,La Sarita,3,General Obligado,Localidad,-28.871302802015716,-59.86403254730587,
San Mariano,933,San Mariano,9,Las Colonias,Comuna,-31.668360205292423,-61.34725542972981,
San Martín De Las Escobas,1204,San Martín De Las Escobas,12,San Martín,Comuna,-31.857377232348334,-61.56950193622114,
San Martín Norte,604,San Martín Norte,6,San Justo,Comuna,-30.345553440468883,-60.30364487727393,
San Pedro,1008,Arroyo Aguiar,10,La Capital,Paraje,-31.429585988916156,-60.616320384631905,
San Ricardo,1412,Villa Eloísa,14,Iriondo,Localidad,-33.02920052001453,-61.6006043204475,
San Vicente,308,Villa Ocampo,3,General Obligado,Paraje,-28.498684951072157,-59.264491234602154,
San Vicente,846,San Vicente,8,Castellanos,Comuna,-31.699089970838394,-61.56743583363901,
San Wendelino,923,San Jerónimo Norte,9,Las Colonias,Paraje,-31.50364448221387,-61.02906575727839,
Sancti Spiritu,1726,Sancti Spiritu,17,General López,Comuna,-34.01022213992207,-62.23850162962849,
Sanford,1806,Sanford,18,Caseros,Comuna,-33.144675403449384,-61.27927877670656,
Santa Ana,319,Avellaneda,3,General Obligado,Paraje,-28.95415086948079,-59.64692388069855,
Santa Clara De Buena Vista,934,Santa Clara De Buena Vista,9,Las Colonias,Comuna,-31.76230419818712,-61.315674488866684,
Santa Clara De Saguier,831,Santa Clara De Saguier,8,Castellanos,Comuna,-31.33558357072015,-61.817893725393404,
Santa Emilia,1710,Elortondo,17,General López,Paraje,-33.8360428922429,-61.505495263486985,
Santa Fe,1011,Santa Fe,10,La Capital,Municipalidad,-31.624447776242345,-60.6988397800217,Capital provincial
Santa Felicia,202,Vera,2,Vera,Localidad,-29.360782589136548,-60.24208676848149,
Santa Isabel,1718,Santa Isabel,17,General López,Comuna,-33.888677385176535,-61.6936364878156,
Santa Lucia,202,Vera,2,Vera,Localidad,-29.284550210435306,-60.39952668782243,
Santa Margarita,111,Santa Margarita,1,Nueve de Julio,Comuna,-28.31249943757281,-61.54893011874167,
Santa María Centro,921,Santa María Centro,9,Las Colonias,Comuna,-31.52133634030028,-61.312861912014824,
Santa María Norte,922,Santa María Norte,9,Las Colonias,Comuna,-31.50167835547863,-61.136626346594625,
Santa Rosa,503,Santa Rosa,5,Garay,Comuna,-31.4190901985078,-60.334648043505645,
Santa Teresa,1402,Totoras,14,Iriondo,Paraje,-32.59227572922219,-61.17821716494426,
Santa Teresa,1906,Santa Teresa,19,Constitución,Comuna,-33.43776441168646,-60.79003995950119,
Santo Domingo,908,Santo Domingo,9,Las Colonias,Comuna,-31.120427128527755,-60.88811052444279,
Santo Tomé,1012,Santo Tomé,10,La Capital,Municipalidad,-31.662970063594692,-60.7618011414313,
Santurce,709,Santurce,7,San Cristóbal,Comuna,-30.187945559649755,-61.18529910226988,
Sargento Cabral,1909,Sargento Cabral,19,Constitución,Comuna,-33.429879769182214,-60.626886579761525,
Sarmiento,911,Sarmiento,9,Las Colonias,Comuna,-31.05858243081239,-61.16713574724332,
